# Time (s), Input signal, Derivative, Derivative positive, Derivative negative
2.000000000000000042e-03,5.002513273461404175e-01,6.283182413258092680e-02,6.283182413258092680e-02,0.000000000000000000e+00
4.000000000000000083e-03,5.003769908951856138e-01,6.283177452259813833e-02,6.283177452259813833e-02,0.000000000000000000e+00
6.000000000000000125e-03,5.005026542954007507e-01,6.283170010756844448e-02,6.283170010756844448e-02,0.000000000000000000e+00
8.000000000000000167e-03,5.006283174971759564e-01,6.283160088760286754e-02,6.283160088760286754e-02,0.000000000000000000e+00
1.000000000000000021e-02,5.007539804509012482e-01,6.283147686264589638e-02,6.283147686264589638e-02,0.000000000000000000e+00
1.200000000000000025e-02,5.008796431069670874e-01,6.283132803291957558e-02,6.283132803291957558e-02,0.000000000000000000e+00
1.400000000000000029e-02,5.010053054157638242e-01,6.283115439836839400e-02,6.283115439836839400e-02,0.000000000000000000e+00
1.600000000000000033e-02,5.011309673276818089e-01,6.283095595899235164e-02,6.283095595899235164e-02,0.000000000000000000e+00
1.800000000000000211e-02,5.012566287931118358e-01,6.283073271501349311e-02,6.283073271501349311e-02,0.000000000000000000e+00
2.000000000000000042e-02,5.013822897624446995e-01,6.283048466643181840e-02,6.283048466643181840e-02,0.000000000000000000e+00
2.199999999999999872e-02,5.015079501860714162e-01,6.283021181335834981e-02,6.283021181335834981e-02,0.000000000000000000e+00
2.400000000000000050e-02,5.016336100143833354e-01,6.282991415595962081e-02,6.282991415595962081e-02,0.000000000000000000e+00
2.600000000000000228e-02,5.017592691977719177e-01,6.282959169429114255e-02,6.282959169429114255e-02,0.000000000000000000e+00
2.800000000000000058e-02,5.018849276866288456e-01,6.282924442846393731e-02,6.282924442846393731e-02,0.000000000000000000e+00
2.999999999999999889e-02,5.020105854313461347e-01,6.282887235864453856e-02,6.282887235864453856e-02,0.000000000000000000e+00
3.200000000000000067e-02,5.021362423823161336e-01,6.282847548499947976e-02,6.282847548499947976e-02,0.000000000000000000e+00
3.400000000000000244e-02,5.022618984899315242e-01,6.282805380769529435e-02,6.282805380769529435e-02,0.000000000000000000e+00
3.600000000000000422e-02,5.023875537045852102e-01,6.282760732684300464e-02,6.282760732684300464e-02,0.000000000000000000e+00
3.799999999999999906e-02,5.025132079766705395e-01,6.282713604266465524e-02,6.282713604266465524e-02,0.000000000000000000e+00
4.000000000000000083e-02,5.026388612565810821e-01,6.282663995527126843e-02,6.282663995527126843e-02,0.000000000000000000e+00
4.200000000000000261e-02,5.027645134947110739e-01,6.282611906499591115e-02,6.282611906499591115e-02,0.000000000000000000e+00
4.399999999999999745e-02,5.028901646414548621e-01,6.282557337189409452e-02,6.282557337189409452e-02,0.000000000000000000e+00
4.599999999999999922e-02,5.030158146472074598e-01,6.282500287629888547e-02,6.282500287629888547e-02,0.000000000000000000e+00
4.800000000000000100e-02,5.031414634623641025e-01,6.282440757832130629e-02,6.282440757832130629e-02,0.000000000000000000e+00
5.000000000000000278e-02,5.032671110373208023e-01,6.282378747834993504e-02,6.282378747834993504e-02,0.000000000000000000e+00
5.200000000000000455e-02,5.033927573224737939e-01,6.282314257649579403e-02,6.282314257649579403e-02,0.000000000000000000e+00
5.399999999999999939e-02,5.035184022682199778e-01,6.282247287309195016e-02,6.282247287309195016e-02,0.000000000000000000e+00
5.600000000000000117e-02,5.036440458249565877e-01,6.282177836830493689e-02,6.282177836830493689e-02,0.000000000000000000e+00
5.800000000000000294e-02,5.037696879430816344e-01,6.282105906252333227e-02,6.282105906252333227e-02,0.000000000000000000e+00
5.999999999999999778e-02,5.038953285729935727e-01,6.282031495596918091e-02,6.282031495596918091e-02,0.000000000000000000e+00
6.199999999999999956e-02,5.040209676650915238e-01,6.281954604897554972e-02,6.281954604897554972e-02,0.000000000000000000e+00
6.400000000000000133e-02,5.041466051697750528e-01,6.281875234176448330e-02,6.281875234176448330e-02,0.000000000000000000e+00
6.600000000000000311e-02,5.042722410374446129e-01,6.281793383478007087e-02,6.281793383478007087e-02,0.000000000000000000e+00
6.800000000000000488e-02,5.043978752185009906e-01,6.281709052818884587e-02,6.281709052818884587e-02,0.000000000000000000e+00
7.000000000000000666e-02,5.045235076633459714e-01,6.281622242249040866e-02,6.281622242249040866e-02,0.000000000000000000e+00
7.200000000000000844e-02,5.046491383223816740e-01,6.281532951785129271e-02,6.281532951785129271e-02,0.000000000000000000e+00
7.399999999999999634e-02,5.047747671460112162e-01,6.281441181477109836e-02,6.281441181477109836e-02,0.000000000000000000e+00
7.599999999999999811e-02,5.049003940846383820e-01,6.281346931358289254e-02,6.281346931358289254e-02,0.000000000000000000e+00
7.799999999999999989e-02,5.050260190886675105e-01,6.281250201456423099e-02,6.281250201456423099e-02,0.000000000000000000e+00
8.000000000000000167e-02,5.051516421085039399e-01,6.281150991821471408e-02,6.281150991821471408e-02,0.000000000000000000e+00
8.200000000000000344e-02,5.052772630945535637e-01,6.281049302481189756e-02,6.281049302481189756e-02,0.000000000000000000e+00
8.400000000000000522e-02,5.054028819972233855e-01,6.280945133491089294e-02,6.280945133491089294e-02,0.000000000000000000e+00
8.600000000000000699e-02,5.055284987669208530e-01,6.280838484873374483e-02,6.280838484873374483e-02,0.000000000000000000e+00
8.799999999999999489e-02,5.056541133540546351e-01,6.280729356689107590e-02,6.280729356689107590e-02,0.000000000000000000e+00
8.999999999999999667e-02,5.057797257090340670e-01,6.280617748971595304e-02,6.280617748971595304e-02,0.000000000000000000e+00
9.199999999999999845e-02,5.059053357822692609e-01,6.280503661759695433e-02,6.280503661759695433e-02,0.000000000000000000e+00
9.400000000000000022e-02,5.060309435241713283e-01,6.280387095103368011e-02,6.280387095103368011e-02,0.000000000000000000e+00
9.600000000000000200e-02,5.061565488851524908e-01,6.280268049058124191e-02,6.280268049058124191e-02,0.000000000000000000e+00
9.800000000000000377e-02,5.062821518156256362e-01,6.280146523657270663e-02,6.280146523657270663e-02,0.000000000000000000e+00
1.000000000000000056e-01,5.064077522660047626e-01,6.280022518956318578e-02,6.280022518956318578e-02,0.000000000000000000e+00
1.020000000000000073e-01,5.065333501867047561e-01,6.279896034999676857e-02,6.279896034999676857e-02,0.000000000000000000e+00
1.040000000000000091e-01,5.066589455281416132e-01,6.279767071842856652e-02,6.279767071842856652e-02,0.000000000000000000e+00
1.059999999999999970e-01,5.067845382407321075e-01,6.279635629524715768e-02,6.279635629524715768e-02,0.000000000000000000e+00
1.079999999999999988e-01,5.069101282748944559e-01,6.279501708117418701e-02,6.279501708117418701e-02,0.000000000000000000e+00
1.100000000000000006e-01,5.070357155810475414e-01,6.279365307654272144e-02,6.279365307654272144e-02,0.000000000000000000e+00
1.120000000000000023e-01,5.071613001096115791e-01,6.279226428201889476e-02,6.279226428201889476e-02,0.000000000000000000e+00
1.140000000000000041e-01,5.072868818110077838e-01,6.279085069810230735e-02,6.279085069810230735e-02,0.000000000000000000e+00
1.160000000000000059e-01,5.074124606356583689e-01,6.278941232529255956e-02,6.278941232529255956e-02,0.000000000000000000e+00
1.180000000000000077e-01,5.075380365339868804e-01,6.278794916425578521e-02,6.278794916425578521e-02,0.000000000000000000e+00
1.199999999999999956e-01,5.076636094564179746e-01,6.278646121554709580e-02,6.278646121554709580e-02,0.000000000000000000e+00
1.219999999999999973e-01,5.077891793533775289e-01,6.278494847977711402e-02,6.278494847977711402e-02,0.000000000000000000e+00
1.239999999999999991e-01,5.079147461752923087e-01,6.278341095738992905e-02,6.278341095738992905e-02,0.000000000000000000e+00
1.260000000000000009e-01,5.080403098725906341e-01,6.278184864916269703e-02,6.278184864916269703e-02,0.000000000000000000e+00
1.280000000000000027e-01,5.081658703957020462e-01,6.278026155570604061e-02,6.278026155570604061e-02,0.000000000000000000e+00
1.300000000000000044e-01,5.082914276950570853e-01,6.277864967751956016e-02,6.277864967751956016e-02,0.000000000000000000e+00
1.320000000000000062e-01,5.084169817210877351e-01,6.277701301532490064e-02,6.277701301532490064e-02,0.000000000000000000e+00
1.340000000000000080e-01,5.085425324242274225e-01,6.277535156984370701e-02,6.277535156984370701e-02,0.000000000000000000e+00
1.360000000000000098e-01,5.086680797549104627e-01,6.277366534152006849e-02,6.277366534152006849e-02,0.000000000000000000e+00
1.380000000000000115e-01,5.087936236635729470e-01,6.277195433124216351e-02,6.277195433124216351e-02,0.000000000000000000e+00
1.400000000000000133e-01,5.089191641006520772e-01,6.277021853956510355e-02,6.277021853956510355e-02,0.000000000000000000e+00
